id,type,text,question_images,answer_images,options,answers
q60,hotspot,"HOTSPOT - Your network contains an Active Directory Domain Services (AD DS) domain named contoso.com. The domain contains the users shown in the following table. The domain has the Group Policy Objects (GPOs) shown in the following table. The GPOs are configured to map a drive named H as shown in the following table. For each of the following statements, select Yes if the statement is true, Otherwise, select No. NOTE: Each correct selection is worth one point.",https://img.examtopics.com/az-800/image294.png|https://img.examtopics.com/az-800/image295.png|https://img.examtopics.com/az-800/image296.png|https://img.examtopics.com/az-800/image297.png|https://img.examtopics.com/az-800/image298.png,,,
q61,mcq,Your network contains an Active Directory Domain Services (AD DS) domain. The domain contains a user named User1. User1 is a member of a group named Group1 and is in an organizational unit (OU) named OU1. The domain has minimum password lengths configured as shown in the following table. What is the minimum password length that User1 should use when changing to a new password?,https://img.examtopics.com/az-800/image307.png,,,A
q62,simulation,"SIMULATION - You need to create a Group Policy Object (GPO) named GPO1 that only applies to a group named MemberServers. To complete this task, sign in the required computer or computers.",https://img.examtopics.com/az-800/image308.png,,,
q63,mcq,Your network contains an Active Directory Domain Services (AD DS) forest named contoso.com. The forest contains the domain controllers shown in the following table. You have a partner organization that has an AD DS forest named fabrikam.com. You create a trust relationship between contoso.com and fabrikam.com. You need to configure selective authentication for the trust relationship. Which domain controller should be granted permissions to fabrikam.com?,https://img.examtopics.com/az-800/image329.png,,,D
q64,mcq,You have a Microsoft Entra Domain Services domain named contoso.com. You need to provide an administrator with the ability to manage Group Policy Objects (GPOs). The solution must use the principle of least privilege. To which group should you add the administrator?,,,,A
q65,hotspot,"HOTSPOT - Your network contains an on-premises Active Directory Domain Services (AD DS) domain named contoso.com. Contoso.com contains an organizational unit (OU) named OU1. You have an Azure subscription that is linked to a Microsoft Entra tenant named fabrikam.com. You need to sync contoso.com with fabrikam.com. The solution must meet the following requirements: • Support Windows Hello for Business by using a hybrid certificate deployment. • Ensure that the passwords in contoso.com do NOT sync to fabnkam.com. Which Microsoft Entra Connect feature should you use for each requirement? To answer, select the appropriate options in the answer area. NOTE: Each correct selection is worth one point.",https://img.examtopics.com/az-800/image341.png|https://img.examtopics.com/az-800/image342.png,,,
q66,mcq,Your network contains an Active Directory Domain Services (AD DS) domain. The domain contains two servers named Server1 and Server2 and the users shown in the following table. Which users can establish a PowerShell remoting session from Server1 to Server2?,https://img.examtopics.com/az-800/image343.png,,,C
q67,hotspot,"HOTSPOT - Your network contains an on-premises Active Directory Domain Services (AD DS) domain named contoso.com. Contoso.com contains an organizational unit (OU) named OU1. You have an Azure subscription named Sub1 that is linked to a Microsoft Entra tenant named fabrikam.com. Fabrikam.com syncs with contoso.com. In Sub1, you create a Microsoft Entra Domain Services domain configured as shown in the following table. In domain1.onmicrosoft.com, you create two OUs named OU1 and OU2. For each of the following statements, select Yes if the statement is true. Otherwise, select No. NOTE: Each correct selection is worth one point.",https://img.examtopics.com/az-800/image345.png|https://img.examtopics.com/az-800/image346.png|https://img.examtopics.com/az-800/image347.png,,,
q68,hotspot,"HOTSPOT - Your network contains an Active Directory Domain Services (AD DS) domain named contoso.com. You have a Microsoft Entra tenant. You need to implement Microsoft Entra Connect Sync. The solution must meet the following requirements: • Prevent the password hashes of contoso.com from being synced to the Microsoft Entra tenant. • Minimize user effort when authenticating to Microsoft Entra registered apps. • Minimize the number of on-premises infrastructure components. What should you include in the solution for each requirement? To answer, select the appropriate options in the answer area. NOTE: Each correct selection is worth one point.",https://img.examtopics.com/az-800/image348.png|https://img.examtopics.com/az-800/image349.png,,,
q69,hotspot,"HOTSPOT - Your network contains an Active Directory Domain Services (AD DS) forest named contoso.com. You create the resources shown in the following table. You create the Group Policy Objects (GPOs) shown in the following table. You configure the Group Policy Preferences shown in the following table. For each of the following statements, select Yes if the statement is true. Otherwise, select No. NOTE: Each correct selection is worth one point.",https://img.examtopics.com/az-800/image350.png|https://img.examtopics.com/az-800/image351.png|https://img.examtopics.com/az-800/image352.png|https://img.examtopics.com/az-800/image353.png|https://img.examtopics.com/az-800/image354.png,,,
q74,simulation,"SIMULATION - You need to ensure that you can manage DC1 by using Windows Admin Center on SRV1. The required source files are located in a folder named \\dc1.contoso.com\install. To complete this task, sign in the required computer or computers.",https://img.examtopics.com/az-800/image309.png,,,
q80,simulation,"SIMULATION - You need to run a container that uses the mcr.microsoft.com/windows/servercore/iis image on SRV1. Port 80 on the container must be published to port 5001 on SRV1 and the container must run in the background. To complete this task, sign in to the required computer or computers.",https://img.examtopics.com/az-800/image278.png,,,
q1,hotspot,"HOTSPOT - You have 10 on-premises servers that run Windows Server. You plan to use Azure Network Adapter to connect the servers to the resources in Azure. Which prerequisites do you require on-premises and in Azure? To answer, select the appropriate options in the answer area. NOTE: Each correct selection is worth one point. Hot Area: Reference: https://docs.microsoft.com/en-us/windows-server/manage/windows-admin-center/azure/use-azure-network-adapter",https://www.examtopics.com/assets/media/exam-media/04225/0005700001.png|https://www.examtopics.com/assets/media/exam-media/04225/0005800001.png,,,
q2,drag_drop,"DRAG DROP - You have a server named Server1 that has Windows Admin Center installed. The certificate used by Windows Admin Center was obtained from a certification authority (CA). The certificate expires. You need to replace the certificate. Which three actions should you perform in sequence? To answer, move the appropriate actions from the list of actions to the answer area and arrange them in the correct order. Select and Place: Step 1: Run Windows Admin Center Setup and select Change. Updating the certificate used by Windows Admin Center When you have Windows Admin Center deployed as a service, you must provide a certificate for HTTPS. To update this certificate at a later time, re-run the installer and choose change. Step 2: Obtain and install a new certificate. Step 3: Copy the certificate thumbprint. The final step is to copy the certificate's thumbprint into the setup soon after installing it into the local store. Reference: https://4sysops.com/archives/install-an-ssl-certificate-in-windows-admin-center/",https://www.examtopics.com/assets/media/exam-media/04225/0005900001.jpg|https://www.examtopics.com/assets/media/exam-media/04225/0005900002.jpg|https://www.examtopics.com/assets/media/exam-media/04225/0006000001.jpg,,,
q3,hotspot,"HOTSPOT - You have an on-premises server named Server1 that runs Windows Server and has internet connectivity. You have an Azure subscription. You need to monitor Server1 by using Azure Monitor. Which resources should you create in the subscription, and what should you install on Server1? To answer, select the appropriate options in the answer area. NOTE: Each correct selection is worth one point. Hot Area: Reference: https://docs.microsoft.com/en-us/windows-server/manage/windows-admin-center/azure/azure-monitor",https://www.examtopics.com/assets/media/exam-media/04225/0006100001.png|https://www.examtopics.com/assets/media/exam-media/04225/0006200001.png,,,
q4,mcq,You have an on premises Active Directory Domain Services (AD DS) domain that syncs with an Azure Active Directory (Azure AD) tenant. The domain contains two servers named Server1 and Server2. A user named Admin1 is a member of the local Administrators group on Server1 and Server2. You plan to manage Server1 and Server2 by using Azure Arc. Azure Arc objects will be added to a resource group named RG1. You need to ensure that Admin1 can configure Server1 and Server2 to be managed by using Azure Arc. What should you do first?,,,,B
q5,hotspot,"HOTSPOT - Your network contains two Active Directory Domain Services (AD DS) forests named contoso.com and fabrikam.com. A two-way forest trust exists between the forests. Each forest contains a single domain. The domains contain the servers shown in the following table. You need to configure resource based constrained delegation so that the users in contoso.com can use Windows Admin Center on Server1 to connect to Server2. How should you complete the command? To answer, select the appropriate options in the answer area. NOTE: Each correct selection is worth one point. Hot Area: Reference: https://docs.microsoft.com/en-us/windows-server/security/kerberos/kerberos-constrained-delegation-overview https://docs.microsoft.com/en-us/powershell/module/activedirectory/set-adcomputer?view=windowsserver2022-ps",https://www.examtopics.com/assets/media/exam-media/04225/0006300001.png|https://www.examtopics.com/assets/media/exam-media/04225/0006400001.png|https://www.examtopics.com/assets/media/exam-media/04225/0006500001.jpg,,,
q6,hotspot,"HOTSPOT - You have a server named Server1 that runs Windows Server and has the Hyper-V server role installed. You need to limit which Hyper-V module cmdlets helpdesk users can use when administering Server1 remotely. You configure Just Enough Administration (JEA) and successfully build the role capabilities and session configuration files. How should you complete the PowerShell command? To answer, select the appropriate options in the answer area. NOTE: Each correct selection is worth one point. Hot Area: Reference: https://docs.microsoft.com/en-us/powershell/scripting/learn/remoting/jea/register-jea?view=powershell-7.2",https://www.examtopics.com/assets/media/exam-media/04225/0006600001.png|https://www.examtopics.com/assets/media/exam-media/04225/0006700001.jpg,,,
q7,mcq,You have an Azure virtual machine named VM1 that runs Windows Server. You have an Azure subscription that has Microsoft Defender for Cloud enabled. You need to ensure that you can use the Azure Policy guest configuration feature to manage VM1. What should you do?,,,,C
q8,hotspot,"HOTSPOT - You have an Azure subscription named sub1 and 500 on-premises virtual machines that run Windows Server. You plan to onboard the on-premises virtual machines to Azure Arc by running the Azure Arc deployment script. You need to create an identity that will be used by the script to authenticate access to sub1. The solution must use the principle of least privilege. How should you complete the command? To answer, select the appropriate options in the answer area. NOTE: Each correct selection is worth one point. Hot Area: Reference: https://docs.microsoft.com/en-us/azure/azure-arc/servers/onboard-service-principal",https://www.examtopics.com/assets/media/exam-media/04225/0006800001.jpg|https://www.examtopics.com/assets/media/exam-media/04225/0006900001.jpg,,,
q9,mcq,You have an Azure virtual machine named VM1 that has a private IP address only. You configure the Windows Admin Center extension on VM1. You have an on-premises computer that runs Windows 11. You use the computer for server management. You need to ensure that you can use Windows Admin Center from the Azure portal to manage VM1. What should you configure?,,,,D
q10,mcq,"Your company has a main office and a branch office. The two offices are connected by using a WAN link. Each office contains a firewall that filters WAN traffic. The network in the branch office contains 10 servers that run Windows Server. All servers are administered from the main office only. You plan to manage the servers in the branch office by using a Windows Admin Center gateway. On a server in the branch office, you install the Windows Admin Center gateway by using the defaults settings. You need to configure the firewall in the branch office to allow the required inbound connection to the Windows Admin Center gateway. Which inbound TCP port should you allow?",,,,A
q11,mcq,You have an Azure subscription that contains the following resources. ✑ An Azure Log Analytics workspace ✑ An Azure Automation account ✑ Azure Arc You have an on-premises server named Server1 that is onboarded to Azure Arc. You need to manage Microsoft updates on Server1 by using Azure Arc. Which two actions should you perform? Each correct answer presents part of the solution. NOTE: Each correct selection is worth one point.,,,,A|C
q12,hotspot,"HOTSPOT - You have an on-premises Active Directory Domain Services (AD DS) domain that syncs with an Azure Active Directory (Azure AD) tenant. You have an on-premises web app named WebApp1 that only supports Kerberos authentication. You need to ensure that users can access WebApp1 by using their Azure AD account. The solution must minimize administrative effort. What should you configure? To answer, select the appropriate options in the answer area. NOTE: Each correct selection is worth one point. Hot Area: Reference: https://docs.microsoft.com/en-us/azure/active-directory/app-proxy/application-proxy-add-on-premises-application",https://www.examtopics.com/assets/media/exam-media/04225/0007200001.jpg|https://www.examtopics.com/assets/media/exam-media/04225/0007300001.jpg,,,
q13,simulation,"SIMULATION - You need to collect errors from the System event log of SRV1 to a Log Analytics workspace. The required source files are located in a folder named \\dc1.contoso.com\install. To complete this task, sign in the required computer or computers.",https://img.examtopics.com/az-800/image158.png,,,
q14,hotspot,"HOTSPOT - Your on-premises network contains an Active Directory domain named contoso.com and 500 servers that run Windows Server. All the servers are Azure Arc-enabled and joined to contoso.com. You need to implement PowerShell Desired State Configuration (DSC) on all the servers. The solution must minimize administrative effort. Where should you store the DSC scripts, and what should you use to apply DSC to the servers? To answer, select the appropriate options in the answer area. NOTE: Each correct selection is worth one point.",https://img.examtopics.com/az-800/image170.png|https://img.examtopics.com/az-800/image171.png,,,
q15,case_study,"Case Study - This is a case study. Case studies are not timed separately. You can use as much exam time as you would like to complete each case. However, there may be additional case studies and sections on this exam. You must manage your time to ensure that you are able to complete all questions included on this exam in the time provided. To answer the questions included in a case study, you will need to reference information that is provided in the case study. Case studies might contain exhibits and other resources that provide more information about the scenario that is described in the case study. Each question is independent of the other questions in this case study. At the end of this case study, a review screen will appear. This screen allows you to review your answers and to make changes before you move to the next section of the exam. After you begin a new section, you cannot return to this section. To start the case study - To display the first question in this case study, click the Next button. Use the buttons in the left pane to explore the content of the case study before you answer the questions. Clicking these buttons displays information such as business requirements, existing environment, and problem statements. If the case study has an All Information tab, note that the information displayed is identical to the information displayed on the subsequent tabs. When you are ready to answer a question, click the Question button to return to the question. Overview - Company Information - ADatum Corporation is a manufacturing company that has a main office in Seattle and two branch offices in Los Angeles and Montreal. Fabrikam Partnership - ADatum recently partnered with 2 company named Fabrikam, Inc. Fabrikam is a manufacturing company that has a main office in Boston and a branch office in Orlando. Both companies intend to collaborate on several joint projects. Existing Environment - ADatum AD DS Environment - The on-premises network of ADatum contains an Active Directory Domain Services (AD DS) forest named adatum.com. The forest contains two domains named adatum.com and east.adatum.com and the domain controllers shown in the following table. Fabrikam AD DS Environment - The on-premises network of Fabrikam contains an AD DS forest named fabrikam.com. The forest contains two domains named fabrikam.com and south.fabrikam.com. The fabrikam.com domain contains an organizational unit (OU) named Marketing. Server Infrastructure - The adatum.com domain contains the servers shown in the following table. HyperV1 contains the virtual machines shown in the following table. All the virtual machines on HyperV1 have only the default management tools installed. SSPace1 contains the Storage Spaces virtual disks shown in the following table. Azure Resources - ADatum has an Azure subscription that contains an Azure AD tenant. Azure AD Connect is configured to sync the adatum.com forest with Azure AD. The subscription contains the virtual networks shown in the following table. The subscription contains the Azure Private DNS zones shown in the following table. The subscription contains the virtual machines shown in the following table. All the servers are in a workgroup. The subscription contains a storage account named storage1 that has a file share named share1. Requirements - Planned Changes - ADatum plans to implement the following changes: • Sync Data1 to share1. • Configure an Azure runbook named Task1. • Enable Azure AD users to sign in to Server1. • Create an Azure DNS Private Resolver that has the following configurations: • Name: Private1 • Region: West US • Virtual network: VNet1 • Inbound endpoint: SubnetB • Enable users in the adatum.com domain to access the resources in the south.fabrikam.com domain. Technical Requirements - ADatum identifies the following technical requirements: • The data on SSPace1 must be available always. • DC2 must become the schema master if DC1 fails. • VM3 must be configured to enable per-folder quotas. • Trusts must allow access to only the required resources. • The users in the Marketing OU must have access to storage1. • Azure Automanage must be used on all supported Azure virtual machines. • A direct SSH session must be used to manage all the supported virtual machines on HyperV1. You need to implement the planned changes for Azure AD users to sign in to Server1. Which PowerShell cmdlet should you run?",https://img.examtopics.com/az-800/image236.png|https://img.examtopics.com/az-800/image237.png|https://img.examtopics.com/az-800/image238.png|https://img.examtopics.com/az-800/image239.png|https://img.examtopics.com/az-800/image240.png|https://img.examtopics.com/az-800/image241.png|https://img.examtopics.com/az-800/image242.png,,,C
q16,case_study,"Case Study - This is a case study. Case studies are not timed separately. You can use as much exam time as you would like to complete each case. However, there may be additional case studies and sections on this exam. You must manage your time to ensure that you are able to complete all questions included on this exam in the time provided. To answer the questions included in a case study, you will need to reference information that is provided in the case study. Case studies might contain exhibits and other resources that provide more information about the scenario that is described in the case study. Each question is independent of the other questions in this case study. At the end of this case study, a review screen will appear. This screen allows you to review your answers and to make changes before you move to the next section of the exam. After you begin a new section, you cannot return to this section. To start the case study - To display the first question in this case study, click the Next button. Use the buttons in the left pane to explore the content of the case study before you answer the questions. Clicking these buttons displays information such as business requirements, existing environment, and problem statements. If the case study has an All Information tab, note that the information displayed is identical to the information displayed on the subsequent tabs. When you are ready to answer a question, click the Question button to return to the question. Overview - Company Information - ADatum Corporation is a manufacturing company that has a main office in Seattle and two branch offices in Los Angeles and Montreal. Fabrikam Partnership - ADatum recently partnered with 2 company named Fabrikam, Inc. Fabrikam is a manufacturing company that has a main office in Boston and a branch office in Orlando. Both companies intend to collaborate on several joint projects. Existing Environment - ADatum AD DS Environment - The on-premises network of ADatum contains an Active Directory Domain Services (AD DS) forest named adatum.com. The forest contains two domains named adatum.com and east.adatum.com and the domain controllers shown in the following table. Fabrikam AD DS Environment - The on-premises network of Fabrikam contains an AD DS forest named fabrikam.com. The forest contains two domains named fabrikam.com and south.fabrikam.com. The fabrikam.com domain contains an organizational unit (OU) named Marketing. Server Infrastructure - The adatum.com domain contains the servers shown in the following table. HyperV1 contains the virtual machines shown in the following table. All the virtual machines on HyperV1 have only the default management tools installed. SSPace1 contains the Storage Spaces virtual disks shown in the following table. Azure Resources - ADatum has an Azure subscription that contains an Azure AD tenant. Azure AD Connect is configured to sync the adatum.com forest with Azure AD. The subscription contains the virtual networks shown in the following table. The subscription contains the Azure Private DNS zones shown in the following table. The subscription contains the virtual machines shown in the following table. All the servers are in a workgroup. The subscription contains a storage account named storage1 that has a file share named share1. Requirements - Planned Changes - ADatum plans to implement the following changes: • Sync Data1 to share1. • Configure an Azure runbook named Task1. • Enable Azure AD users to sign in to Server1. • Create an Azure DNS Private Resolver that has the following configurations: • Name: Private1 • Region: West US • Virtual network: VNet1 • Inbound endpoint: SubnetB • Enable users in the adatum.com domain to access the resources in the south.fabrikam.com domain. Technical Requirements - ADatum identifies the following technical requirements: • The data on SSPace1 must be available always. • DC2 must become the schema master if DC1 fails. • VM3 must be configured to enable per-folder quotas. • Trusts must allow access to only the required resources. • The users in the Marketing OU must have access to storage1. • Azure Automanage must be used on all supported Azure virtual machines. • A direct SSH session must be used to manage all the supported virtual machines on HyperV1. Which two languages can you use for Task1? Each correct answer presents a complete solution.",https://img.examtopics.com/az-800/image236.png|https://img.examtopics.com/az-800/image237.png|https://img.examtopics.com/az-800/image238.png|https://img.examtopics.com/az-800/image239.png|https://img.examtopics.com/az-800/image240.png|https://img.examtopics.com/az-800/image241.png|https://img.examtopics.com/az-800/image242.png,,,B|D
q17,case_study,"Case Study - This is a case study. Case studies are not timed separately. You can use as much exam time as you would like to complete each case. However, there may be additional case studies and sections on this exam. You must manage your time to ensure that you are able to complete all questions included on this exam in the time provided. To answer the questions included in a case study, you will need to reference information that is provided in the case study. Case studies might contain exhibits and other resources that provide more information about the scenario that is described in the case study. Each question is independent of the other questions in this case study. At the end of this case study, a review screen will appear. This screen allows you to review your answers and to make changes before you move to the next section of the exam. After you begin a new section, you cannot return to this section. To start the case study - To display the first question in this case study, click the Next button. Use the buttons in the left pane to explore the content of the case study before you answer the questions. Clicking these buttons displays information such as business requirements, existing environment, and problem statements. If the case study has an All Information tab, note that the information displayed is identical to the information displayed on the subsequent tabs. When you are ready to answer a question, click the Question button to return to the question. Overview - Company Information - ADatum Corporation is a manufacturing company that has a main office in Seattle and two branch offices in Los Angeles and Montreal. Fabrikam Partnership - ADatum recently partnered with 2 company named Fabrikam, Inc. Fabrikam is a manufacturing company that has a main office in Boston and a branch office in Orlando. Both companies intend to collaborate on several joint projects. Existing Environment - ADatum AD DS Environment - The on-premises network of ADatum contains an Active Directory Domain Services (AD DS) forest named adatum.com. The forest contains two domains named adatum.com and east.adatum.com and the domain controllers shown in the following table. Fabrikam AD DS Environment - The on-premises network of Fabrikam contains an AD DS forest named fabrikam.com. The forest contains two domains named fabrikam.com and south.fabrikam.com. The fabrikam.com domain contains an organizational unit (OU) named Marketing. Server Infrastructure - The adatum.com domain contains the servers shown in the following table. HyperV1 contains the virtual machines shown in the following table. All the virtual machines on HyperV1 have only the default management tools installed. SSPace1 contains the Storage Spaces virtual disks shown in the following table. Azure Resources - ADatum has an Azure subscription that contains an Azure AD tenant. Azure AD Connect is configured to sync the adatum.com forest with Azure AD. The subscription contains the virtual networks shown in the following table. The subscription contains the Azure Private DNS zones shown in the following table. The subscription contains the virtual machines shown in the following table. All the servers are in a workgroup. The subscription contains a storage account named storage1 that has a file share named share1. Requirements - Planned Changes - ADatum plans to implement the following changes: • Sync Data1 to share1. • Configure an Azure runbook named Task1. • Enable Azure AD users to sign in to Server1. • Create an Azure DNS Private Resolver that has the following configurations: • Name: Private1 • Region: West US • Virtual network: VNet1 • Inbound endpoint: SubnetB • Enable users in the adatum.com domain to access the resources in the south.fabrikam.com domain. Technical Requirements - ADatum identifies the following technical requirements: • The data on SSPace1 must be available always. • DC2 must become the schema master if DC1 fails. • VM3 must be configured to enable per-folder quotas. • Trusts must allow access to only the required resources. • The users in the Marketing OU must have access to storage1. • Azure Automanage must be used on all supported Azure virtual machines. • A direct SSH session must be used to manage all the supported virtual machines on HyperV1. You need to ensure that Automanage meets the technical requirements. On which Azure virtual machines should you enable Automanage?",https://img.examtopics.com/az-800/image236.png|https://img.examtopics.com/az-800/image237.png|https://img.examtopics.com/az-800/image238.png|https://img.examtopics.com/az-800/image239.png|https://img.examtopics.com/az-800/image240.png|https://img.examtopics.com/az-800/image241.png|https://img.examtopics.com/az-800/image242.png,,,D
q18,mcq,Your network contains an Active Directory Domain Services (AD DS) domain. The domain contains a server named Server1. You implement Just Enough Administration (JEA) on Server1. You need to perform remote administration tasks on Server by using only JEA. What should you use?,,,,A
q19,mcq,You have an Azure subscription. The subscription contains a virtual machine named VM1 that runs Windows Server. You plan to manage VM1 by using a PowerShell runbook. You need to create the runbook. What should you create first?,,,,A
q20,mcq,You have a server named Server1 that runs Windows Server and has the DHCP Server role installed. Server1 contains the following single scope: • Scope: 192.168.16.0 • Address pool: 192.168.16.1-192.168.16.254 • Subnet mask: 255.255.255.0 • Lease duration: 8 days You have four testing devices that are configured with static IP addresses as shown in the following table. The test devices are turned on once a month. You need to prevent Server1 from assigning the IP addresses allocated to the test devices to other devices when the test devices are offline. The solution must minimize administrative effort. What should you do?,https://img.examtopics.com/az-800/image245.png,,,D
q21,mcq,"You have an Active Directory Domain Services (AD DS) domain. The domain contains three servers named Server1, Server2, and Server3 that run Windows Server. You sign in to Server1 by using a domain account and start a remote PowerShell session to Server2. From the remote PowerShell session, you attempt to access a resource on Server3, but access to the resource is denied. You need to ensure that your credentials are passed from Server1 to Server3. The solution must minimize administrative effort. What should you do?",,,,A
q22,simulation,"SIMULATION - You need to collect the recommended Windows Performance Counters from SRV1 in a Log Analytics workspace. The required files are stored in a shared folder named \\dc1\install. To complete this task, sign in to the required computer or computers.",https://img.examtopics.com/az-800/image277.png,,,
q23,mcq,You have an Active Directory Domain Services (AD DS) domain. The domain contains a member server named Server1 that runs Windows Server. You need to ensure that you can manage password policies for the domain from Server1. Which command should you run first on Server1?,,,,A
q25,simulation,"SIMULATION - You plan to create group managed service accounts (gMSAs). You need to configure the domain to support the creation of gMSAs. To complete this task, sign in the required computer or computers.",https://img.examtopics.com/az-800/image311.png,,,
q27,drag_drop,"DRAG DROP - Your network contains an Active Directory Domain Services (AD DS) domain. The domain contains two servers named Server1 and Server2 that run Windows Server 2022. You plan to deploy an app named App1 that will be load balanced between Server1 and Server2. You need to create an identity that will be used to run App1 on Server1 and Server2. The solution must meet the following requirements: • The password for the identity must be changed regularly. • Administrative effort must be minimized. Which three actions should you perform in sequence? To answer, move the appropriate actions from the list of actions to the answer area and arrange them in the correct order.",https://img.examtopics.com/az-800/image330.png|https://img.examtopics.com/az-800/image331.png,,,
q28,mcq,"Your network contains an Active Directory Domain Services (AD DS) domain. The domain contains a server named Server1. On Server1, you install Windows Admin Center and use Windows Admin Center to remove BUILTIN\Users from the allowed groups. You discover that all users can still sign in to Windows Admin Center. You need to prevent unauthorized users from signing in to Windows Admin Center. What should you do in Windows Admin Center?",,,,D
q29,mcq,You have on-premises servers that run Windows Server as shown in the following table. You have an Azure subscription that contains a virtual machine named VM1. You need to ensure that you can manage all the servers by using Azure Arc. The solution must minimize administrative effort. On which servers should you install the Azure Connected Machine agent?,https://img.examtopics.com/az-800/image332.png,,,E
q30,hotspot,"HOTSPOT - Your network contains an Active Directory Domain Services (AD DS) domain. The domain contains the servers shown in the following table. The domain contains the users shown in the following table. On Server2, you run the Enable-PSRemoting cmdlet. For each of the following statements, select Yes if the statement is true. Otherwise, select No. NOTE: Each correct selection is worth one point.",https://img.examtopics.com/az-800/image333.png|https://img.examtopics.com/az-800/image334.png|https://img.examtopics.com/az-800/image335.png|https://img.examtopics.com/az-800/image336.png,,,
q31,mcq,"Your network contains an on-premises Active Directory Domain Services (AD DS) domain. The domain contains a user named User1 and the servers shown in the following table. User1 is a member of the Protected Users security group. User1 performs the following actions: • From Server1, establishes a remote PowerShell session on Server2 • From the PowerShell session on Server2, attempts to access a resource on Backup1 The request to access the resource on Backup1 is denied. You need to ensure that User1 can access the resources on Backup1 by using the PowerShell session on Server2. The solution must follow the principle of least privilege and minimize administrative effort. What should you configure?",https://img.examtopics.com/az-800/image344.png,,,D
q33,simulation,"SIMULATION - You have an application that is copied to a folder named C:\app on SRV1. C:\app also contains a Dockerfile for the app. On SRV1, you need to create a container image for the application by using the Dockerfile. The container image must be named app1. To complete this task, sign in to the required computer or computers.",https://img.examtopics.com/az-800/image279.png,,,
q34,mcq,"You have an Azure virtual machine named VM1 that contains the drives shown in the following table. On VM1, you plan to install an app named App1. The data for App1 must be stored on a persistent data disk assigned to drive D. You need assign the data disk to drive D. What should you do on VM1 first?",https://img.examtopics.com/az-800/image299.png,,,B
q35,mcq,Your on-premises network has an IP address range of 10.0.0.0/23. You have an Azure virtual network named VNet1 that contains a virtual machine named VM1. VNet1 has an IP address range of 10.0.1.0/24. You need to deploy a Site-to-Site (S2S) VPN to connect the on-premises network to VNet1. What should you do first?,,,,C
q36,mcq,You have a server that runs Windows Server 2022 and has the network adapters shown in the following table. You need to configure NIC teaming for LAN2 and LAN3. The solution must support Dynamic Virtual Machine Multi-Queue (d.VMMQ). What should you use?,https://img.examtopics.com/az-800/image312.png,,,B
q39,simulation,"SIMULATION - You need to create an Active Directory Domain Services (AD DS) site named Site2 that is associated to an IP address range of 192.168.2.0 to 192.168.2.255. To complete this task, sign in the required computer or computers.",https://img.examtopics.com/az-800/image322.png,,,
q41,simulation,"SIMULATION - You need to ensure that a DHCP scope named scope1 on SRV1 can service client requests. To complete this task, sign in the required computer or computers.",https://img.examtopics.com/az-800/image324.png,,,
q51,mcq,"Note: This question is part of a series of questions that present the same scenario. Each question in the series contains a unique solution that might meet the stated goals. Some question sets might have more than one correct solution, while others might not have a correct solution. After you answer a question in this section, you will NOT be able to return to it. As a result these questions will not appear in the review screen. You have a server named Server1 that runs Windows Server 2022 and has the DHCP Server role. Server1 contains a single DHCP scope named Scope1. You deploy five printers to the network. You need to ensure that the printers are always assigned the same IP address. Solution: You create a DHCP address exclusion for each printer. Does this meet the requirement?",,,,B
q1,mcq,You have a server named Host1 that has the Hyper-V server role installed. Host1 hosts a virtual machine named VM1. You have a management server named Server1 that runs Windows Server. You remotely manage Host1 from Server1 by using Hyper-V Manager. You need to ensure that you can access a USB hard drive connected to Server1 when you connect to VM1 by using Virtual Machine Connection. Which two actions should you perform? Each correct answer presents part of the solution. NOTE: Each correct selection is worth one point.,,,,A|B
q2,mcq,You have a Windows Server container host named Server1 and a container image named image1. You need to start a container from image1. The solution must run the container on a Hyper-V virtual machine. Which parameter should you specify when you run the docker run command?,,,,D
q3,mcq,You plan to deploy a containerized application that requires .NET Core. You need to create a container image for the application. The image must be as small as possible. Which base image should you use?,,,,B
q4,mcq,You have an Azure virtual machine named VM1 that runs Windows Server. You perform the following actions on VM1: ✑ Create a folder named Folder1 on volume C. ✑ Create a folder named Folder2 on volume D. ✑ Add a new data disk to VM1 and create a new volume that is assigned drive letter E. ✑ Install an app named App1 on volume E. You plan to resize VM1. Which objects will present after you resize VM1?,,,,A
q5,mcq,You have an Azure virtual machine named VM1 that runs Windows Server and has the following configurations: ✑ Size: D2s_v4 ✑ Operating system disk: 127-GiB standard SSD ✑ Data disk 128-GiB standard SSD ✑ Virtual machine generation: Gen 2 You plan to perform the following changes to VM1: ✑ Change the virtual machine size to D4s_v4. ✑ Detach the data disk. ✑ Add a new standard SSD. Which changes require downtime for VM1?,,,,C
q6,hotspot,"HOTSPOT - You have a Windows Server container host named Server1 that has a single disk. On Server1, you plan to start the containers shown in the following table. Which isolation mode can you use for each container? To answer, select the appropriate options in the answer area. NOTE: Each correct selection is worth one point. Hot Area: Reference: https://docs.microsoft.com/en-us/virtualization/windowscontainers/manage-containers/hyperv-container",https://www.examtopics.com/assets/media/exam-media/04225/0008300001.jpg|https://www.examtopics.com/assets/media/exam-media/04225/0008400001.png|https://www.examtopics.com/assets/media/exam-media/04225/0008500001.png,,,
